Ticker,Company Name
IIVI,Coherent Corp. 6.00% Series A Mandatory Convertible Preferred Stock
IMAX,Imax Corporation Common Stock
INAQ,Insight Acquisition Corp. Class A Common Stock
INFA,Informatica Inc. Class A Common Stock
INFY,Infosys Limited American Depositary Shares
ING,ING Group N.V. Common Stock
INGR,Ingredion Incorporated Common Stock
INN,Summit Hotel Properties Inc. Common Stock
INN^E,Summit Hotel Properties Inc. 6.250% Series E Cumulative Redeemable Preferred Stock
INN^F,Summit Hotel Properties Inc. 5.875% Series F Cumulative Redeemable Preferred Stock $0.01 par value per share
INSI,Insight Select Income Fund
INSP,Inspire Medical Systems Inc. Common Stock
INST,Instructure Holdings Inc. Common Stock
INSW,International Seaways Inc. Common Stock
INT,World Fuel Services Corporation Common Stock
INVH,Invitation Homes Inc. Common Stock
IONQ,IonQ Inc. Common Stock
IOT,Samsara Inc. Class A Common Stock
IP,International Paper Company Common Stock
IPG,Interpublic Group of Companies Inc. (The) Common Stock
IPI,Intrepid Potash Inc Common Stock
IQI,Invesco Quality Municipal Income Trust Common Stock
IQV,IQVIA Holdings Inc. Common Stock
IR,Ingersoll Rand Inc. Common Stock
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT
IRNT,IronNet Inc. Common Stock
IRRX,Integrated Rail and Resources Acquisition Corp. Class A Common Stock
IRS,IRSA Inversiones Y Representaciones S.A. Common Stock
IRT,Independence Realty Trust Inc. Common Stock
ISD,PGIM High Yield Bond Fund Inc.
IT,Gartner Inc. Common Stock
ITCB,Itau CorpBanca American Depositary Shares (each representing 1500 shares of Common Stock no par value)
ITGR,Integer Holdings Corporation Common Stock
ITT,ITT Inc. Common Stock
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares)
ITW,Illinois Tool Works Inc. Common Stock
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock
IVR^B,Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg
IVR^C,INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock Liquation Preference $25.00 per Share
IVT,InvenTrust Properties Corp. Common Stock
IVZ,Invesco Ltd Common Stock
IX,Orix Corp Ads Common Stock
J,Jacobs Solutions Inc. Common Stock
JBGS,JBG SMITH Properties Common Shares
JBI,Janus International Group Inc. Common Stock
JBL,Jabil Inc. Common Stock
JBT,John Bean Technologies Corporation Common Stock
JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest
JCI,Johnson Controls International plc Ordinary Share
JEF,Jefferies Financial Group Inc. Common Stock
JELD,JELD-WEN Holding Inc. Common Stock
JEQ,abrdn Japan Equity Fund Inc. Common Stock
JFR,Nuveen Floating Rate Income Fund Common Stock
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest
JHAA,Nuveen Corporate Income 2023 Target Term Fund
JHG,Janus Henderson Group plc Ordinary Shares
JHI,John Hancock Investors Trust Common Stock
JHS,John Hancock Income Securities Trust Common Stock
JHX,James Hardie Industries plc American Depositary Shares (Ireland)
JILL,J. Jill Inc. Common Stock
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares)
JLL,Jones Lang LaSalle Incorporated Common Stock
JLS,Nuveen Mortgage and Income Fund
JMIA,Jumia Technologies AG American Depositary Shares each representing two Ordinary Shares
JMM,Nuveen Multi-Market Income Fund (MA)
JNJ,Johnson & Johnson Common Stock
JNPR,Juniper Networks Inc. Common Stock
JOBY,Joby Aviation Inc. Common Stock
JOE,St. Joe Company (The) Common Stock
JOF,Japan Smaller Capitalization Fund Inc Common Stock
JPC,Nuveen Preferred & Income Opportunities Fund
JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest
JPM,JP Morgan Chase & Co. Common Stock
JPM^C,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 6.00% Non-Cumulative  Preferred Stock Series EE
JPM^D,J P Morgan Chase & Co Depositary Shares each representing a 1/400th  interest in a share of 5.75% Non-Cumulative  Preferred Stock Series DD
JPM^J,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock Series GG
JPM^K,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock Series JJ
JPM^L,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock Series LL
JPM^M,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock Series MM
JPS,Nuveen Preferred & Income Securities Fund
JPT,Nuveen Preferred and Income Fund Common Shares of Beneficial Interest
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest
JSD,Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest
JT,Jianpu Technology Inc. American depositary shares
JUN,Juniper II Corp. Class A Common Stock
JWN,Nordstrom Inc. Common Stock
JXN,Jackson Financial Inc. Class A Common Stock
JXN^A,Jackson Financial Inc. Depositary Shares each representing a 1/1000th interest in a share of Fixed-Rate Reset Noncumulative Perpetual Preferred Stock Series A
K,Kellogg Company Common Stock
KAI,Kadant Inc Common Stock
KAMN,Kaman Corporation Common Stock
KAR,KAR Auction Services Inc Common Stock
KB,KB Financial Group Inc
KBH,KB Home Common Stock
KBR,KBR Inc. Common Stock
KCGI,Kensington Capital Acquisition Corp. V Class A Ordinary Shares
KD,Kyndryl Holdings Inc. Common Stock
KEN,Kenon Holdings Ltd. Ordinary Shares
KEP,Korea Electric Power Corporation Common Stock
KEX,Kirby Corporation Common Stock
KEY,KeyCorp Common Stock
KEY^I,KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock Series E
KEY^J,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series F
KEY^K,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series G
KEY^L,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series H
KEYS,Keysight Technologies Inc. Common Stock
KF,Korea Fund Inc. (The) New Common Stock
KFS,Kingsway Financial Services Inc. Common Stock (DE)
KFY,Korn Ferry Common Stock
KGC,Kinross Gold Corporation Common Stock
KIM,Kimco Realty Corporation (HC) Common Stock
KIM^L,Kimco Realty Corporation Class L Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share
KIM^M,Kimco Realty Corporation Class M Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share
KIND,Nextdoor Holdings Inc. Class A Common Stock
KIO,KKR Income Opportunities Fund Common Shares
KKR,KKR & Co. Inc. Common Stock
KKR^C,KKR & Co. Inc. 6.00% Series C Mandatory Convertible Preferred Stock
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061
KLR,Kaleyra Inc. Common Stock
KMB,Kimberly-Clark Corporation Common Stock
KMF,Kayne Anderson NextGen Energy & Infrastructure Inc.
KMI,Kinder Morgan Inc. Common Stock
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062
KMPR,Kemper Corporation
KMT,Kennametal Inc. Common Stock
KMX,CarMax Inc
KN,Knowles Corporation Common Stock
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests
KNSL,Kinsale Capital Group Inc. Common Stock
KNSW,KnightSwan Acquisition Corporation Class A Common Stock
KNTK,Kinetik Holdings Inc. Class A Common Stock
KNX,Knight-Swift Transportation Holdings Inc.
KO,Coca-Cola Company (The) Common Stock
KODK,Eastman Kodak Company Common New
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)
KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock
KORE,KORE Group Holdings Inc. Common Stock
KOS,Kosmos Energy Ltd. Common Shares (DE)
KR,Kroger Company (The) Common Stock
KRC,Kilroy Realty Corporation Common Stock
KREF,KKR Real Estate Finance Trust Inc. Common Stock
KREF^A,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock
KRG,Kite Realty Group Trust Common Stock
KRO,Kronos Worldwide Inc Common Stock
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests
KSM,DWS Strategic Municipal Income Trust
KSS,Kohl's Corporation Common Stock
KT,KT Corporation Common Stock
KTB,Kontoor Brands Inc. Common Stock
KTF,DWS Municipal Income Trust
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS)
KUKE,Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share
KW,Kennedy-Wilson Holdings Inc. Common Stock
KWR,Quaker Houghton Common Stock
KYN,Kayne Anderson Energy Infrastructure Fund Inc.
L,Loews Corporation Common Stock
LAC,Lithium Americas Corp. Common Shares
LAD,Lithia Motors Inc. Common Stock
LADR,Ladder Capital Corp Class A Common Stock
LANV,Lanvin Group Holdings Limited Ordinary Shares
LAW,CS Disco Inc. Common Stock
LAZ,Lazard LTD. Lazard LTD. Class A Common Stock
LBRT,Liberty Energy Inc. Class A common stock
LC,LendingClub Corporation Common Stock
LCII,LCI Industries
LCW,Learn CW Investment Corporation Class A Ordinary Shares
LDI,loanDepot Inc. Class A Common Stock
LDOS,Leidos Holdings Inc. Common Stock
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.
LEA,Lear Corporation Common Stock
LEG,Leggett & Platt Incorporated Common Stock
LEJU,Leju Holdings Limited American Depositary Shares each representing one Ordinary share
LEN,Lennar Corporation Class A Common Stock
LEO,BNY Mellon Strategic Municipals Inc. Common Stock
LEV,The Lion Electric Company Common Shares
LEVI,Levi Strauss & Co Class A Common Stock
LFT,Lument Finance Trust Inc. Common Stock
LFT^A,Lument Finance Trust Inc. 7.875% Series A Cumulative Redeemable Preferred Stock
LGI,Lazard Global Total Return and Income Fund Common Stock
LH,Laboratory Corporation of America Holdings Common Stock
LHC,Leo Holdings Corp. II Class A Ordinary Shares
LHX,L3Harris Technologies Inc. Common Stock
LICY,Li-Cycle Holdings Corp. Common Shares
LII,Lennox International Inc. Common Stock
LIN,Linde plc Ordinary Shares
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares
LL,LL Flooring Holdings Inc. Common Stock
LLAP,Terran Orbital Corporation Common Stock
LLY,Eli Lilly and Company Common Stock
LMND,Lemonade Inc. Common Stock
LMT,Lockheed Martin Corporation Common Stock
LNC,Lincoln National Corporation Common Stock
LNC^D,Lincoln National Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 9.000% Non-Cumulative Preferred Stock Series D
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil)
LNN,Lindsay Corporation Common Stock
LOB,Live Oak Bancshares Inc. Common Stock
LOCC,Live Oak Crestview Climate Acquisition Corp. Class A Common Stock
LOCL,Local Bounti Corporation Common Stock
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS
LOW,Lowe's Companies Inc. Common Stock
LPG,Dorian LPG Ltd. Common Stock
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES
LPX,Louisiana-Pacific Corporation Common Stock
LRN,Stride Inc. Common Stock
LSI,Life Storage Inc. Common Stock
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares
LTC,LTC Properties Inc. Common Stock
LTH,Life Time Group Holdings Inc. Common Stock
LTHM,Livent Corporation Common Stock
LU,Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share
LUMN,Lumen Technologies Inc. Common Stock
LUV,Southwest Airlines Company Common Stock
LVS,Las Vegas Sands Corp. Common Stock
LVWR,LiveWire Group Inc. Common Stock
LW,Lamb Weston Holdings Inc. Common Stock
LXP,LXP Industrial Trust Common Stock (Maryland REIT)
LXP^C,LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock
LXU,LSB Industries Inc. Common Stock
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands)
LYG,Lloyds Banking Group Plc American Depositary Shares
LYV,Live Nation Entertainment Inc. Common Stock
LZB,La-Z-Boy Incorporated Common Stock
M,Macy's Inc Common Stock
MA,Mastercard Incorporated Common Stock
MAA,Mid-America Apartment Communities Inc. Common Stock
MAA^I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock
MAC,Macerich Company (The) Common Stock
MAIN,Main Street Capital Corporation Common Stock
MAN,ManpowerGroup Common Stock
MANU,Manchester United Ltd. Class A Ordinary Shares
MAS,Masco Corporation Common Stock
MATV,Mativ Holdings Inc. Common Stock
MATX,Matson Inc. Common Stock
MAV,Pioneer Municipal High Income Advantage Fund Inc.
MAX,MediaAlpha Inc. Class A Common Stock
MAXR,Maxar Technologies Inc.
MBAC,M3-Brigade Acquisition II Corp. Class A Common Stock
MBC,MasterBrand Inc. Common Stock
MBI,MBIA Inc. Common Stock
MBSC,M3-Brigade Acquisition III Corp. Class A Common Stock
MC,Moelis & Company Class A Common Stock
MCB,Metropolitan Bank Holding Corp. Common Stock
MCD,McDonald's Corporation Common Stock
MCI,Barings Corporate Investors Common Stock
MCK,McKesson Corporation Common Stock
MCN,Madison Covered Call & Equity Strategy Fund Common Stock
MCO,Moody's Corporation Common Stock
MCR,MFS Charter Income Trust Common Stock
MCS,Marcus Corporation (The) Common Stock
MCW,Mister Car Wash Inc. Common Stock
MCY,Mercury General Corporation Common Stock
MD,Pediatrix Medical Group Inc. Common Stock
MDC,M.D.C. Holdings Inc. Common Stock
MDT,Medtronic plc. Ordinary Shares
MDU,MDU Resources Group Inc. Common Stock (Holding Company)
MDV,Modiv Inc. Class C Common Stock
MDV^A,Modiv Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock
MEC,Mayville Engineering Company Inc. Common Stock
MED,MEDIFAST INC Common Stock
MEG,Montrose Environmental Group Inc. Common Stock
MEGI,MainStay CBRE Global Infrastructure Megatrends Fund Common Shares
MEI,Methode Electronics Inc. Common Stock
MER^K,Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066
MET,MetLife Inc. Common Stock
MET^A,MetLife Inc. Preferred Series A Floating Rate
MET^E,MetLife Inc. Depositary shares each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock Series E.
MET^F,MetLife Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.75% Non-Cumulative Preferred Stock Series F
MFA,MFA Financial Inc.
MFA^B,MFA Financial Inc. Preferred Series B
MFA^C,MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
MFC,Manulife Financial Corporation Common Stock
MFD,Macquarie First Trust Global Common Stock
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan)
MFM,MFS Municipal Income Trust Common Stock
MFV,MFS Special Value Trust Common Stock
MG,Mistras Group Inc Common Stock
MGA,Magna International Inc. Common Stock
MGF,MFS Government Markets Income Trust Common Stock
MGM,MGM Resorts International Common Stock
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061
MGY,Magnolia Oil & Gas Corporation Class A Common Stock
MHD,Blackrock MuniHoldings Fund Inc. Common Stock
MHF,Western Asset Municipal High Income Fund Inc. Common Stock
MHI,Pioneer Municipal High Income Fund Inc.
MHK,Mohawk Industries Inc. Common Stock
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043
MHO,M/I Homes Inc. Common Stock
MIN,MFS Intermediate Income Trust Common Stock
MIO,Pioneer Municipal High Income Opportunities Fund Inc. Common Stock
MIR,Mirion Technologies Inc. Class A Common Stock
MITT,AG Mortgage Investment Trust Inc. Common Stock
MITT^A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A
MITT^B,AG Mortgage Investment Trust Inc. Preferred Series B
MITT^C,AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share
MIXT,MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock
MKC,McCormick & Company Incorporated Common Stock
MKFG,Markforged Holding Corporation Common Stock
MKL,Markel Corporation Common Stock
ML,MoneyLion Inc. Class A Common Stock
MLI,Mueller Industries Inc. Common Stock
MLM,Martin Marietta Materials Inc. Common Stock
MLNK,MeridianLink Inc. Common Stock
MLP,Maui Land & Pineapple Company Inc. Common Stock
MLR,Miller Industries Inc. Common Stock
MMC,Marsh & McLennan Companies Inc. Common Stock
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund
MMI,Marcus & Millichap Inc. Common Stock
MMM,3M Company Common Stock
MMP,Magellan Midstream Partners L.P. Limited Partnership
MMS,Maximus Inc. Common Stock
MMT,MFS Multimarket Income Trust Common Stock
MMU,Western Asset Managed Municipals Fund Inc. Common Stock
MNP,Western Asset Municipal Partners Fund Inc. Common Stock
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Ordinary Shares
MNTN,Everest Consolidator Acquisition Corporation Class A Common Stock
MO,Altria Group Inc.
MOD,Modine Manufacturing Company Common Stock
MODG,Topgolf Callaway Brands Corp. Common Stock
MODN,Model N Inc. Common Stock
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares)
MOH,Molina Healthcare Inc Common Stock
MOS,Mosaic Company (The) Common Stock
MOV,Movado Group Inc. Common Stock
MP,MP Materials Corp. Common Stock
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock
MPC,Marathon Petroleum Corporation Common Stock
MPLN,MultiPlan Corporation Class A Common Stock
MPLX,MPLX LP Common Units Representing Limited Partner Interests
MPV,Barings Participation Investors Common Stock
MPW,Medical Properties Trust Inc. common stock
MPX,Marine Products Corporation Common Stock
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock
MRC,MRC Global Inc. Common Stock
MRDB,MariaDB plc Ordinary Shares
MRK,Merck & Company Inc. Common Stock (new)
MRO,Marathon Oil Corporation Common Stock
MS,Morgan Stanley Common Stock
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum)
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L
MS^O,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.250% Non-Cumulative Preferred Stock Series O
MS^P,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 6.500% Non-Cumulative Preferred Stock Series P
MSA,MSA Safety Incorporated Common Stock
MSB,Mesabi Trust Common Stock
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares
MSCI,MSCI Inc Common Stock
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New)
MSI,Motorola Solutions Inc. Common Stock
MSM,MSC Industrial Direct Company Inc. Common Stock
MT,Arcelor Mittal NY Registry Shares NEW
MTAL,Metals Acquisition Corp Class A Ordinary Shares
MTB,M&T Bank Corporation Common Stock
MTB^H,M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock Series H
MTCN,ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023
MTD,Mettler-Toledo International Inc. Common Stock
MTDR,Matador Resources Company Common Stock
MTG,MGIC Investment Corporation Common Stock
MTH,Meritage Homes Corporation Common Stock
MTN,Vail Resorts Inc. Common Stock
MTR,Mesa Royalty Trust Common Stock
MTRN,Materion Corporation
MTVC,Motive Capital Corp II Class A Ordinary Shares
MTW,Manitowoc Company Inc. (The) Common Stock
MTX,Minerals Technologies Inc. Common Stock
MTZ,MasTec Inc. Common Stock
MUA,Blackrock MuniAssets Fund Inc Common Stock
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock
MUI,BlackRock Municipal Income Fund Inc. Common Stock
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock
MUR,Murphy Oil Corporation Common Stock
MUSA,Murphy USA Inc. Common Stock
MUX,McEwen Mining Inc. Common Stock
MVF,Blackrock MuniVest Fund Inc. Common Stock
MVO,MV Oil Trust Units of Beneficial Interests
MVT,Blackrock MuniVest Fund II Inc.  Common Stock
MWA,MUELLER WATER PRODUCTS Common Stock
MX,Magnachip Semiconductor Corporation Common Stock
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock
MXF,Mexico Fund Inc. (The) Common Stock
MYD,Blackrock MuniYield Fund Inc.  Common Stock
MYE,Myers Industries Inc. Common Stock
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock
MYTE,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share
NABL,N-able Inc. Common Stock
NAC,Nuveen California Quality Municipal Income Fund
NAD,Nuveen Quality Municipal Income Fund Common Stock
NAN,Nuveen New York Quality Municipal Income Fund Common Stock
NAPA,The Duckhorn Portfolio Inc. Common Stock
NAT,Nordic American Tankers Limited Common Stock
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest
NBHC,National Bank Holdings Corporation Common Stock
NBR,Nabors Industries Ltd.
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock
NC,NACCO Industries Inc. Common Stock
NCA,Nuveen California Municipal Value Fund
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares
NCR,NCR Corporation Common Stock
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest
NCV^A,Virtus Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest
NCZ^A,Virtus Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest
NDP,Tortoise Energy Independence Fund Inc. Common Stock
NE,Noble Corporation plc A Ordinary Shares
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01
NEE,NextEra Energy Inc. Common Stock
NEE^N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079
NEE^Q,NextEra Energy Inc. 6.219% Corporate Units
NEE^R,NextEra Energy Inc. 6.926% Corporate Units
NEM,Newmont Corporation
NEP,NextEra Energy Partners LP Common Units representing limited partner interests
NET,Cloudflare Inc. Class A Common Stock
NETC,Nabors Energy Transition Corp. Class A Common Stock
NETI,Eneti Inc. Common Stock
NEU,NewMarket Corp Common Stock
NEWR,New Relic Inc. Common Stock
NEX,NexTier Oilfield Solutions Inc. Common Stock
NEXA,Nexa Resources S.A. Common Shares
NFG,National Fuel Gas Company Common Stock
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest
NFNT,Infinite Acquisition Corp. Class A Ordinary Shares
NFYS,Enphys Acquisition Corp. Class A Ordinary Shares
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests
NGL^B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests
NGL^C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests
NGS,Natural Gas Services Group Inc. Common Stock
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock
NGVT,Ingevity Corporation Common Stock
NHI,National Health Investors Inc. Common Stock
NI,NiSource Inc Common Stock
NI^B,NiSource Inc Depositary Shares representing 1/1000th ownership interest in a share of 6.50% Series B Preferred Stock and 1/1000th ownership interest in a share of Series B-1 Preferred Stock
NIC,Nicolet Bankshares Inc. Common Stock
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest
NIM,Nuveen Select Maturities Municipal Fund Common Stock
NIMC,NiSource Inc Series A Corporate Units
NINE,Nine Energy Service Inc. Common Stock
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest
NJR,NewJersey Resources Corporation Common Stock
NKE,Nike Inc. Common Stock
NKX,Nuveen California AMT-Free Quality Municipal Income Fund
NL,NL Industries Inc. Common Stock
NLS,Nautilus Inc. Common Stock
NLY,Annaly Capital Management Inc. Common Stock
NLY^F,Annaly Capital Management Inc 6.95% Series F
NLY^G,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
NLY^I,Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
NM,Navios Maritime Holdings Inc. Common Stock
NMAI,Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest
NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares
NMG,Nouveau Monde Graphite Inc. Common Shares
NMI,Nuveen Municipal Income Fund Inc. Common Stock
NMK^B,Niagara Mohawk Holdings Inc. Preferred Stock
NMK^C,Niagara Mohawk Holdings Inc. Preferred Stock
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests
NMR,Nomura Holdings Inc ADR American Depositary Shares
NMS,Nuveen Minnesota Quality Municipal Income Fund
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock
NMZ,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share
NNI,Nelnet Inc. Common Stock
NNN,National Retail Properties Common Stock
NNY,Nuveen New York Municipal Value Fund Common Stock
NOA,North American Construction Group Ltd. Common Shares (no par)
NOAH,Noah Holdings Limited
NOC,Northrop Grumman Corporation Common Stock
NOG,Northern Oil and Gas Inc. Common Stock
NOK,Nokia Corporation Sponsored American Depositary Shares
NOM,Nuveen Missouri Quality Municipal Income Fund
NOMD,Nomad Foods Limited Ordinary Shares
NOTE,FiscalNote Holdings Inc. Class A common stock
NOV,NOV Inc. Common Stock
NOVA,Sunnova Energy International Inc. Common Stock
NOW,ServiceNow Inc. Common Stock
NPCT,Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest
